Date,Dividends
2011-03-29 00:00:00-04:00,0.08
2011-06-28 00:00:00-04:00,0.08
2011-09-28 00:00:00-04:00,0.08
2011-12-28 00:00:00-05:00,0.08
2012-03-28 00:00:00-04:00,0.109
2012-06-27 00:00:00-04:00,0.109
2012-09-26 00:00:00-04:00,0.109
2012-12-27 00:00:00-05:00,0.109
2013-03-26 00:00:00-04:00,0.143
2013-06-26 00:00:00-04:00,0.143
2013-09-26 00:00:00-04:00,0.143
2013-12-27 00:00:00-05:00,0.143
2014-03-27 00:00:00-04:00,0.166
2014-06-26 00:00:00-04:00,0.166
2014-09-26 00:00:00-04:00,0.166
2014-12-29 00:00:00-05:00,0.166
2015-03-27 00:00:00-04:00,0.103
2015-06-26 00:00:00-04:00,0.103
2015-09-28 00:00:00-04:00,0.103
2015-12-29 00:00:00-05:00,0.103
2016-03-29 00:00:00-04:00,0.15
2016-06-28 00:00:00-04:00,0.15
2016-09-28 00:00:00-04:00,0.15
2016-12-28 00:00:00-05:00,0.15
2017-03-29 00:00:00-04:00,0.15
2017-06-28 00:00:00-04:00,0.15
2017-09-28 00:00:00-04:00,0.15
2017-12-28 00:00:00-05:00,0.15
